"id","Marka_pojazdu","Model_pojazdu","Rok_produkcji","Przebieg","Pojemność_skokowa","Rodzaj_paliwa","Moc","Typ_nadwozia","Kolor","Cena"
"1176","Volvo","V60","2016","144 707 km","1 969 cm3","Benzyna","245 KM","Kombi","Szary","73000"
"1177","Ford","Kuga","2013","153 200 km","1 997 cm3","Diesel","140 KM","SUV","Granatowy","52900"
"1178","Opel","Astra","2014","114 348 km","1 598 cm3","Benzyna","116 KM","Sedan","Złoty","35500"
"1179","Chevrolet","Cruze","2010","111 545 km","1 598 cm3","Benzyna","113 KM","Sedan","Szary","29000"
"1180","Kia","Venga","2018","61 097 km","1 396 cm3","Benzyna","90 KM","Minivan","Brązowy","49400"
"1181","Skoda","Octavia","2014","199 000 km","1 984 cm3","Benzyna","230 KM","Sedan","Biały","55900"
"1182","Citroën","C3","2019","11 575 km","1 199 cm3","Benzyna","110 KM","Auta miejskie","Szary","65900"
"1183","Skoda","Fabia","2018","130 000 km","999 cm3","Benzyna","75 KM","Auta miejskie","Granatowy","36999"
"1184","BMW","X3","2004","300 000 km","2 993 cm3","Diesel","204 KM","SUV","Zielony","24900"
"1185","Volvo","XC 60","2017","59 234 km","1 969 cm3","Diesel","150 KM","SUV","Biały","114500"
"1186","Audi","A6","2013","220 000 km","2 967 cm3","Diesel","204 KM","Kombi","Biały","73500"
"1187","Mazda","6","2015","164 000 km","2 191 cm3","Diesel","175 KM","Kombi","Niebieski","56000"
"1188","Fiat","Panda","2003","170 000 km","1 242 cm3","Benzyna","60 KM","Auta małe","Żółty","3300"
"1189","Ford","Fiesta","2008","133 000 km","1 399 cm3","Diesel","68 KM","Auta miejskie","Złoty","19889"
"1190","Citroën","C5","2008","272 000 km","1 560 cm3","Diesel","109 KM","Kombi","Czarny","17500"
"1191","Audi","A6","2005","240 000 km","4 163 cm3","Benzyna+LPG","334 KM","Kombi","Czarny","44889"
"1192","Toyota","Auris","2015","230 000 km","1 798 cm3","Hybryda","99 KM","Kombi","Biały","55900"
"1193","Suzuki","Vitara","2002","299 000 km","1 997 cm3","Diesel","87 KM","SUV","Zielony","15900"
"1194","Volkswagen","Golf","2018","150 000 km","1 395 cm3","Benzyna","125 KM","Kombi","Błękitny","40000"
"1195","Volvo","S60","2003","290 000 km","2 435 cm3","Benzyna","140 KM","Sedan","Szary","14900"
"1196","Suzuki","Baleno","2018","14 000 km","1 242 cm3","Benzyna","90 KM","Kompakt","Błękitny","44000"
"1197","BMW","Seria 3","2007","282 000 km","1 995 cm3","Benzyna+LPG","129 KM","Sedan","Szary","19999"
"1198","Skoda","Kamiq","2019","23 396 km","999 cm3","Benzyna","95 KM","SUV","Biały","81000"
"1199","Volvo","XC 40","2021","13 000 km","1 969 cm3","Benzyna","247 KM","SUV","Biały","162000"
"1200","Honda","CR-V","1999","251 000 km","1 973 cm3","Benzyna+LPG","128 KM","SUV","Zielony","11500"
"1201","Mercedes-Benz","Klasa C","2013","75 543 km","6 208 cm3","Benzyna","507 KM","Sedan","Biały","365853"
"1202","Mercedes-Benz","CLA","2018","76 900 km","1 991 cm3","Benzyna","211 KM","Sedan","Biały","107500"
"1203","Hyundai","I30","2017","91 651 km","1 582 cm3","Diesel","110 KM","Kompakt","Biały","52900"
"1204","BMW","Seria 7","2008","280 000 km","2 993 cm3","Diesel","245 KM","Sedan","Czarny","67000"
"1205","Volvo","V50","2010","285 200 km","1 560 cm3","Diesel","109 KM","Kombi","Czarny","18000"
"1206","Renault","Megane","2014","172 400 km","1 461 cm3","Diesel","110 KM","Kombi","Biały","34900"
"1207","BMW","Seria 4","2018","114 000 km","1 995 cm3","Diesel","190 KM","Coupe","Biały","139900"
"1208","Hyundai","I30","2009","95 800 km","1 396 cm3","Benzyna","109 KM","Kompakt","Czerwony","13900"
"1209","Citroën","C3","2014","159 122 km","1 200 cm3","Benzyna","82 KM","Auta miejskie","Brązowy","28800"
"1210","Ford","Mondeo","2008","123 123 km","1 997 cm3","Diesel","140 KM","Kombi","Srebrny","15700"
"1211","Mercedes-Benz","Klasa E","2005","224 000 km","3 498 cm3","Benzyna","272 KM","Sedan","Srebrny","22900"
"1212","Mercedes-Benz","Klasa E","2012","151 900 km","2 143 cm3","Diesel","170 KM","Sedan","Czarny","74500"
"1213","Kia","Ceed","2017","39 000 km","1 591 cm3","Benzyna","135 KM","Kompakt","Szary","55000"
"1214","Renault","Megane","2017","34 000 km","1 197 cm3","Benzyna","132 KM","Kompakt","Srebrny","55000"
"1215","BMW","Seria 5","2001","369 000 km","2 171 cm3","Benzyna","170 KM","Sedan","Czarny","15000"
"1216","Ford","Focus","2011","280 000 km","1 560 cm3","Diesel","115 KM","Kombi","Czarny","21900"
"1217","Seat","Ibiza","2011","106 489 km","1 395 cm3","Benzyna","150 KM","Coupe","Żółty","27000"
"1218","Renault","Clio","2011","235 000 km","1 461 cm3","Diesel","75 KM","Auta miejskie","Srebrny","9900"
"1219","Ford","Mondeo","2012","276 450 km","1 997 cm3","Diesel","163 KM","Kombi","Czarny","27400"
"1220","Ford","Focus C-Max","2016","88 573 km","1 596 cm3","Benzyna","125 KM","Minivan","Szary","47000"
"1221","Ford","Focus C-Max","2016","88 573 km","1 596 cm3","Benzyna","125 KM","Minivan","Szary","47000"
"1222","Hyundai","i40","2017","230 000 km","1 685 cm3","Diesel","141 KM","Kombi","Szary","40900"
"1223","Chrysler","Town & Country","2012","179 000 km","3 605 cm3","Benzyna","283 KM","Minivan","Beżowy","47999"
"1224","BMW","Seria 8","2021","15 000 km","4 395 cm3","Benzyna","530 KM","Coupe","Szary","579900"
"1225","Chrysler","Town & Country","2014","164 000 km","3 605 cm3","Benzyna","283 KM","Minivan","Granatowy","64999"
"1226","Opel","Insignia","2009","163 000 km","1 598 cm3","Benzyna","180 KM","Sedan","Srebrny","26900"
"1227","Dacia","Logan","2006","180 000 km","1 598 cm3","Benzyna","90 KM","Sedan","Szary","2700"
"1228","Dacia","Duster","2022","1 km","1 332 cm3","Benzyna","130 KM","SUV","Srebrny","89200"
"1229","Volvo","XC 40","2022","3 500 km","1 969 cm3","Benzyna","197 KM","Kombi","Biały","205000"
"1230","Opel","Corsa","2010","135 500 km","1 229 cm3","Benzyna+LPG","86 KM","Auta miejskie","Szary","21000"
"1231","Kia","Sportage","2019","18 000 km","1 591 cm3","Benzyna","177 KM","SUV","Biały","135900"
"1232","Alfa Romeo","Stelvio","2022","5 km","1 995 cm3","Benzyna","280 KM","SUV","Szary","269000"
"1233","Honda","CR-V","2013","149 834 km","1 997 cm3","Benzyna+LPG","155 KM","SUV","Brązowy","71900"
"1234","Infiniti","FX","2011","240 000 km","3 696 cm3","Benzyna+LPG","320 KM","SUV","Srebrny","55000"
"1235","Nissan","370 Z","2017","43 000 km","3 696 cm3","Benzyna","328 KM","Coupe","Żółty","120000"
"1236","Ford","Mondeo","2020","57 088 km","1 499 cm3","Benzyna","182 KM","Sedan","Szary","72500"
"1237","Chevrolet","Captiva","2006","170 000 km","2 405 cm3","Benzyna","136 KM","SUV","Inny kolor","22900"
"1238","Volkswagen","Arteon","2019","34 600 km","1 984 cm3","Benzyna","272 KM","Sedan","Szary","169900"
"1239","Renault","Scenic","2015","94 000 km","1 995 cm3","Diesel","150 KM","Minivan","Biały","56000"
"1240","Opel","Insignia","2010","234 120 km","1 956 cm3","Diesel","130 KM","Sedan","Czarny","28999"
"1241","Toyota","Yaris","2022","24 794 km","1 490 cm3","Hybryda","116 KM","Kompakt","Czerwony","80000"
"1242","SsangYong","Korando","2017","83 931 km","1 998 cm3","Benzyna+LPG","149 KM","SUV","Biały","57000"
"1243","Nissan","Patrol","2000","375 000 km","2 953 cm3","Diesel","158 KM","Kombi","Niebieski","59000"
"1244","Mazda","CX-9","2020","17 000 km","2 500 cm3","Benzyna","250 KM","Minivan","Szary","139900"
"1245","Renault","Megane","2022","8 775 km","1 798 cm3","Benzyna","300 KM","Kompakt","Pomarańczowy","198900"
"1246","Opel","Astra","2010","173 000 km","1 686 cm3","Diesel","125 KM","Kompakt","Inny kolor","21650"
"1247","BMW","Seria 5","2003","298 000 km","2 494 cm3","Benzyna+LPG","192 KM","Kombi","Czarny","25500"
"1248","Toyota","Verso","2016","154 500 km","1 598 cm3","Diesel","112 KM","Minivan","Inny kolor","48900"
